timestamp,traffic_density,vehicle_count,pedestrian_count,temperature,humidity,fog,rain,ambient_light,pir_motion,brightness
2025-01-01 03:50:00,0.31171107608941095,38,6,18.450968566238892,49.693153396844636,0,0,92.00400525459035,0,0.27819775326258767
2025-01-01 03:55:00,0.5200680211778108,34,0,10.840493503428107,82.94083855840773,1,0,65.02550710936616,0,0.5640476148244675
2025-01-01 04:00:00,0.5467102793432796,17,20,24.798082415338605,73.84703914984186,0,1,9.041897779166074,1,0.8826971955402957
2025-01-01 04:05:00,0.18485445552552704,41,15,28.361531043983014,81.89541874259018,0,0,94.78565672536607,0,0.2793981188678689
2025-01-01 04:10:00,0.9695846277645586,38,11,15.600746591009788,82.93821396747362,0,1,25.85572636402459,0,0.9887092394351908
2025-01-01 04:15:00,0.7751328233611146,16,5,27.166833535982416,77.41779268328699,0,0,33.72124904062858,0,0.5925929763527802
2025-01-01 04:20:00,0.9394989415641891,13,19,15.844364609237955,61.960530062485866,0,1,40.2260413683542,0,1.0
2025-01-01 04:25:00,0.8948273504276488,30,1,28.215403232878305,70.52733775077122,0,0,5.122429640431325,1,0.7363791452993541
2025-01-01 04:30:00,0.5978999788110851,23,28,25.079238071935677,48.01827030598716,0,1,49.65154222306049,0,0.8985299851677595
2025-01-01 04:35:00,0.9218742350231168,34,13,26.09813553682877,73.68227087374538,0,0,12.331849107529225,0,0.7753119645161818
2025-01-01 04:40:00,0.0884925020519195,43,3,10.360131112009089,48.96266278696404,0,0,40.097032668835176,0,0.09194475143634365
2025-01-01 04:45:00,0.1959828624191452,44,0,29.25620714148052,74.69747952550784,0,0,35.07097879920843,0,0.13718800369340162
2025-01-01 04:50:00,0.045227288910538066,33,22,24.533419841406463,51.479908037698436,0,0,77.28400834265034,0,0.25165910223737664
2025-01-01 04:55:00,0.32533033076326434,2,17,16.095021907722668,45.877565007510995,0,0,80.3170511632731,0,0.397731231534285
2025-01-01 05:00:00,0.388677289689482,36,12,26.58789329717694,48.26422450714787,0,0,15.3412882389088,0,0.3920741027826374
2025-01-01 05:05:00,0.2713490317738959,42,1,15.630423968298599,40.09960676095351,0,0,36.65511873792262,1,0.2999443222417272
2025-01-01 05:10:00,0.8287375091519293,39,8,27.455076791322558,75.9369808926765,0,0,37.33531610318317,1,0.7601162564063504
2025-01-01 05:15:00,0.3567533266935893,25,20,12.25160780823874,76.62005245291896,0,0,15.141044393608505,1,0.5497273286855124
2025-01-01 05:20:00,0.28093450968738076,22,1,24.073719549215916,65.74666749566298,0,0,79.84535050511906,1,0.30665415678116653
2025-01-01 05:25:00,0.5426960831582485,43,26,20.813969532898206,48.06814005276918,0,0,70.72283283354233,0,0.639887258210774
2025-01-01 05:30:00,0.14092422497476265,38,24,11.930689403908817,44.177716875534486,0,0,19.038178629703474,0,0.33864695748233387
2025-01-01 05:35:00,0.8021969807540397,14,8,14.83787656517678,40.95644832186435,0,0,36.6721908593799,0,0.6415378865278277
2025-01-01 05:40:00,0.07455064367977082,48,0,10.248080725546295,48.28740884826104,0,0,10.580502485651422,1,0.15218545057583957
2025-01-01 05:45:00,0.9868869366005173,3,10,19.37535930929012,84.54277674915733,0,0,62.820659709304394,1,0.8908208556203621
2025-01-01 05:50:00,0.7722447692966574,28,2,16.025305215200007,52.07684208508409,0,0,12.137192454861967,1,0.6605713385076601
2025-01-01 05:55:00,0.1987156815341724,21,19,21.967149685955178,57.71356636086078,0,1,98.59341686249178,0,0.5291009770739207
2025-01-01 06:00:00,0.005522117123602399,24,29,15.944756154172344,45.26727422406666,0,0,78.06820746878623,1,0.3938654819865217
2025-01-01 06:05:00,0.8154614284548342,12,22,15.998382230139693,51.118065237408516,0,0,39.023854958399504,0,0.7908229999183839
2025-01-01 06:10:00,0.7068573438476171,17,25,24.863863974632068,65.96122853901025,0,0,57.85639322793544,0,0.744800140693332
2025-01-01 06:15:00,0.7290071680409873,32,3,10.96285671956707,70.38763415478263,0,0,91.13418162164088,0,0.5403050176286911
2025-01-01 06:20:00,0.7712703466859457,15,17,28.057899903839743,52.26761570831055,0,0,55.40992803958261,0,0.7098892426801621
2025-01-01 06:25:00,0.07404465173409036,44,22,27.04527748782363,42.88660796125586,1,0,17.44984863979552,0,0.4718312562138633
2025-01-01 06:30:00,0.3584657285442726,41,5,23.35609366452813,59.55164345636993,0,0,37.87033555811593,0,0.3009260099809908
2025-01-01 06:35:00,0.11586905952512971,43,2,21.864431402147687,51.71016854631671,0,0,84.31448650297455,0,0.10110834166759079
2025-01-01 06:40:00,0.8631034258755935,1,21,27.846049962793046,50.9776961614901,0,0,64.42130159896179,0,0.8141723981129154
2025-01-01 06:45:00,0.6232981268275579,34,10,13.70660359057429,87.99314013567276,0,0,65.07243843338003,1,0.6363086887792905
2025-01-01 06:50:00,0.3308980248526492,41,14,11.579383243816572,70.8150242962862,0,0,86.68214856884892,0,0.37162861739685443
2025-01-01 06:55:00,0.06355835028602363,33,21,14.790203398190762,67.8439221586048,0,0,89.39730574625047,0,0.25449084520021653
2025-01-01 07:00:00,0.3109823217156622,29,27,25.891565574003806,60.78875517616609,0,1,91.97925717794362,1,0.7876876252009636
2025-01-01 07:05:00,0.32518332202674705,12,4,10.693405334529666,61.44721667150721,0,0,9.48491932531561,1,0.3676283254187229
2025-01-01 07:10:00,0.7296061783380641,12,19,21.656136701669794,67.04525019190405,0,0,54.41260019631009,0,0.7007243248366448
2025-01-01 07:15:00,0.6375574713552131,17,9,29.908750323826197,74.82149035180535,0,1,74.05095212183186,0,0.7362902299486491
2025-01-01 07:20:00,0.8872127425763265,31,11,27.113921876750787,75.10730480909147,0,0,75.69268451270138,0,0.7310489198034286
2025-01-01 07:25:00,0.4722149251619493,31,14,20.428913780871788,48.58469538527248,1,0,60.67162019700039,0,0.6705504476133646
2025-01-01 07:30:00,0.1195942459383017,34,16,11.272818185732847,65.00563760383135,0,0,16.678733518367416,0,0.24371597215681118
2025-01-01 07:35:00,0.713244787222995,38,9,26.627470287714196,60.5979047517051,0,1,79.74205539416643,1,0.8892713510560964
2025-01-01 07:40:00,0.7607850486168974,45,5,21.97957016354421,83.52634831346921,0,0,72.01113335149458,0,0.5825495340318282
2025-01-01 07:45:00,0.5612771975694962,28,17,12.298659941191337,71.57094606091883,1,0,8.613577154903629,1,0.8628940382986473
2025-01-01 07:50:00,0.770967179954561,48,12,11.877145696467124,66.62520332079909,0,0,46.380982467437626,1,0.7596770259681926
2025-01-01 07:55:00,0.49379559636439074,28,2,28.19253638873185,45.76973210894587,0,1,17.39773995218036,1,0.6656569174550735
2025-01-01 08:00:00,0.5227328293819941,43,29,23.38400525876157,70.28189446617057,0,0,33.74770457129719,0,0.6559129805673958
2025-01-01 08:05:00,0.42754101835854963,15,23,26.58573598633511,45.860195284011674,0,0,1.8081092205685434,1,0.6292787128509847
2025-01-01 08:10:00,0.02541912674409519,43,9,27.579578005645345,56.8603287782876,0,1,40.032986841075825,0,0.30779338872086665
2025-01-01 08:15:00,0.10789142699330445,46,29,21.435447040966444,47.14209824071659,0,0,54.987692115621044,0,0.36552399889531306
2025-01-01 08:20:00,0.03142918568673425,9,13,20.348927035100825,74.60368235121845,1,0,61.95825928270868,0,0.352000429980714
2025-01-01 08:25:00,0.6364104112637804,29,5,18.608548206419805,50.31260569180763,0,0,66.34903451287101,0,0.49548728788464624
2025-01-01 08:30:00,0.3143559810763267,24,2,16.338931755822387,59.5929686594013,0,0,83.629131310246,1,0.34004918675342866
2025-01-01 08:35:00,0.5085706911647028,38,15,18.691919217174235,84.78373888093893,0,1,21.546290727573002,0,0.7059994838152919
2025-01-01 08:40:00,0.907566473926093,19,6,25.477593114603128,50.21581916994852,0,0,12.048182243846794,0,0.6952965317482651
2025-01-01 08:45:00,0.24929222914887494,4,19,22.03846862030263,65.39025319793896,0,1,85.15371718979256,0,0.5645045604042125
2025-01-01 08:50:00,0.41038292303562973,0,13,27.850465799096924,60.9635830583011,0,0,15.661281489264988,0,0.4172680461249408
2025-01-01 08:55:00,0.7555511385430487,29,8,18.867600287583755,40.90620205228649,0,0,97.47600813361953,0,0.608885796980134
2025-01-01 09:00:00,0.22879816549162246,48,14,22.14179157437508,79.63790567864064,0,1,84.2538229398637,1,0.6001587158441357
2025-01-01 09:05:00,0.07697990982879299,2,20,22.626151061839774,43.452295315729984,0,0,50.08766058895991,0,0.2538859368801551
2025-01-01 09:10:00,0.289751452913768,44,2,21.83394324612651,63.71275104884768,0,0,98.14214249220252,0,0.22282601703963759
2025-01-01 09:15:00,0.16122128725400442,13,1,24.052675461710326,68.03391474694749,0,0,9.737672910800422,0,0.12285490107780309
2025-01-01 09:20:00,0.9296976523425731,29,26,14.748669367496126,71.42132283072935,0,1,30.306576117510165,0,1.0
2025-01-01 09:25:00,0.808120379564417,49,1,20.247275550915813,74.43158146539378,1,0,63.822441504061146,0,0.7756842656950917
2025-01-01 09:30:00,0.6334037565104235,3,2,12.084496056166953,52.663619176135754,0,0,35.00068684731787,0,0.4633826295572964
2025-01-01 09:35:00,0.8714605901877177,17,17,17.69022655289625,40.49893883292247,1,0,92.83725519807918,1,1.0
2025-01-01 09:40:00,0.8036720768991145,36,13,19.75334137242529,76.17218311774559,0,0,6.562608817781756,0,0.6925704538293801
2025-01-01 09:45:00,0.18657005888603584,24,19,23.044485190909448,66.78282996737893,0,0,54.941183206096454,0,0.3205990412202251
2025-01-01 09:50:00,0.8925589984899778,47,17,29.01062105172407,81.80588516036244,0,0,59.08662673951145,0,0.7947912989429844
2025-01-01 09:55:00,0.5393422419156507,0,9,22.013021330967117,81.06941814503472,0,0,65.27281237772242,1,0.5675395693409555
2025-01-01 10:00:00,0.8074401551640625,45,24,24.871878323531195,82.16630838939416,0,0,25.566622333181442,0,0.8052081086148437
2025-01-01 10:05:00,0.8960912999234932,14,1,20.125321189904056,64.254732998977,0,0,36.45664275198644,0,0.6372639099464452
2025-01-01 10:10:00,0.3180034749718639,8,24,22.682080627526627,56.68141979184328,0,1,84.36805296649777,1,0.7626024324803047
2025-01-01 10:15:00,0.11005192452767676,14,28,11.418644322675469,79.5779101295685,0,0,19.494276897015983,0,0.35703634716937377
2025-01-01 10:20:00,0.22793516254194168,48,21,15.08783161683694,62.564705651462745,0,1,82.68678471733621,0,0.5695546137793592
2025-01-01 10:25:00,0.4271077886262563,23,0,17.237061864102774,49.17210982017173,0,0,56.26554229027424,0,0.2989754520383794
2025-01-01 10:30:00,0.8180147659224931,3,3,19.44986710013027,82.74870097807371,0,0,76.21875111940821,0,0.6026103361457452
2025-01-01 10:35:00,0.8607305832563434,11,13,10.912974910047675,84.12799383861736,0,1,71.36073662634715,0,0.9325114082794403
2025-01-01 10:40:00,0.006952130531190703,36,0,12.800481951066354,63.31548780700851,0,0,20.7511495384879,0,0.004866491371833492
2025-01-01 10:45:00,0.5107473025775657,36,13,15.536286155826115,43.784986365489374,0,0,56.88127364338729,0,0.48752311180429597
2025-01-01 10:50:00,0.417411003148779,42,15,29.430653818021014,59.39130449584656,0,1,86.77231528050923,0,0.6421877022041453
2025-01-01 10:55:00,0.22210781047073025,5,21,16.626940142061017,80.17688297313018,0,0,43.211623680192936,0,0.3654754673295112
2025-01-01 11:00:00,0.1198653673336828,38,13,19.64082116224165,85.08870142731143,0,0,96.65907702233167,1,0.31390575713357793
2025-01-01 11:05:00,0.33761517140362796,45,28,13.921954254767858,50.17363712487979,0,0,45.221510010171805,1,0.6163306199825396
2025-01-01 11:10:00,0.9429097039125192,23,19,22.215601421515366,43.348680601263574,0,0,14.278563666788468,1,0.9500367927387633
2025-01-01 11:15:00,0.32320293202075523,10,2,15.613664310319486,83.86752265664194,0,0,38.94346800776732,0,0.24624205241452862
2025-01-01 11:20:00,0.5187906217433661,12,2,14.139851568768535,59.47024694894377,0,0,95.17024063905372,0,0.3831534352203563
2025-01-01 11:25:00,0.7030189588951778,33,8,20.33145256891958,67.08804821337816,1,0,31.97208493398542,0,0.7721132712266245
2025-01-01 11:30:00,0.363629602379294,24,5,10.110115983208416,88.40329060253794,0,0,86.80981598670628,0,0.3045407216655058
2025-01-01 11:35:00,0.9717820827209607,6,24,10.153280652984506,43.328236395711144,0,0,88.12506816818897,1,1.0
2025-01-01 11:40:00,0.9624472949421112,3,12,14.381376182037155,72.41590037260478,0,0,35.01865243319611,0,0.7937131064594778
2025-01-01 11:45:00,0.25178229582536416,7,20,10.734427250016424,43.705271128743355,0,0,8.325765805063213,0,0.3762476070777549
2025-01-01 11:50:00,0.49724850589238545,19,1,12.160515082613827,58.77344642332502,0,0,72.45579091588182,0,0.3580739541246698
2025-01-01 11:55:00,0.30087830981676966,28,7,16.777212986775034,80.19072725967234,0,0,31.1512299013986,0,0.2806148168717387
2025-01-01 12:00:00,0.2848404943774676,44,20,26.051713591596258,61.67361163778172,0,0,78.29236142575724,0,0.39938834606422735
2025-01-01 12:05:00,0.036886947354532795,45,1,21.440972867386016,89.85911769514752,1,0,44.26548482604331,0,0.23582086314817297
2025-01-01 12:10:00,0.6095643339798968,9,3,20.25335451912833,67.9529642473301,0,0,48.52667423426216,0,0.4566950337859278
2025-01-01 12:15:00,0.5026790232288615,42,24,15.869776464162433,56.058107631797675,0,1,77.79094067485369,1,0.891875316260203
2025-01-01 12:20:00,0.05147875124998935,33,14,28.635074388656328,51.00556629523766,0,0,38.23633310616279,0,0.17603512587499257
2025-01-01 12:25:00,0.27864646423661144,25,3,17.940300824743833,57.52602671430809,0,0,44.31273453229145,1,0.325052524965628
2025-01-01 12:30:00,0.9082658859666537,40,12,11.74185533591543,58.62666368797754,0,0,37.619046876962216,1,0.8557861201766576
2025-01-01 12:35:00,0.23956189066697242,48,27,22.341330322356026,43.43568388619805,0,0,36.734051527728,0,0.4376933234668807
2025-01-01 12:40:00,0.1448948720912231,2,11,12.276767869532028,58.47870997133866,0,1,52.594657690145944,1,0.5114264104638562
2025-01-01 12:45:00,0.489452760277563,5,27,16.90446285603384,63.21192598696125,0,1,80.87994445011508,0,0.812616932194294
2025-01-01 12:50:00,0.9856504541106007,4,12,20.148238774356177,76.13688761194024,0,0,36.176831192256586,1,0.9099553178774205
2025-01-01 12:55:00,0.2420552715115004,4,13,27.484450493703516,72.83647423608039,1,0,52.42547205377367,0,0.4994386900580503
2025-01-01 13:00:00,0.6721355474058786,46,19,19.870931606802372,75.43828276145771,0,1,67.07273254426008,0,0.860494883184115
2025-01-01 13:05:00,0.7616196153287176,22,17,24.045175320633284,40.418184093842854,0,1,26.9439446303655,0,0.9031337307301024
2025-01-01 13:10:00,0.23763754399239967,48,28,29.856336779981408,50.8833699790268,1,0,27.752280490239258,0,0.6463462807946798
2025-01-01 13:15:00,0.7282163486118596,8,27,12.629782397959632,73.08421441999283,0,0,93.34131270234548,1,0.8797514440283016
2025-01-01 13:20:00,0.3677831327192532,34,5,15.49463051039039,64.19946840898736,0,0,72.35345733310886,0,0.30744819290347725
2025-01-01 13:25:00,0.6323058305935795,19,28,17.891521511952927,40.2656737834173,0,1,57.71866762233089,0,0.9226140814155057
2025-01-01 13:30:00,0.6335297107608947,48,10,18.436563570776627,80.22473212159112,0,0,64.7720054420612,0,0.5434707975326263
2025-01-01 13:35:00,0.5357746840747585,41,29,18.220421505310917,78.64047866451688,0,0,2.9299443103418366,1,0.7650422788523309
2025-01-01 13:40:00,0.0902897700544083,34,1,28.1522200511311,67.42095814967813,0,0,61.81029655616969,0,0.0732028390380858
2025-01-01 13:45:00,0.835302495589238,49,27,24.280652889337127,43.3231662888136,1,0,50.95088732242019,0,1.0
2025-01-01 13:50:00,0.32078006497173583,17,22,22.158104281814076,78.32575247662923,0,0,54.574967977943565,0,0.44454604548021504
2025-01-01 13:55:00,0.18651851039985423,16,18,16.187454357255643,69.1856793865682,0,1,35.94238268308171,1,0.610562957279898
2025-01-01 14:00:00,0.040775141554763916,23,18,26.475807684425895,79.09799885789795,0,0,8.14738977129419,0,0.20854259908833472
2025-01-01 14:05:00,0.5908929431882418,2,4,29.101210229699777,77.58734961979202,1,0,19.33392336120522,0,0.6536250602317693
2025-01-01 14:10:00,0.6775643618422824,31,18,26.42396565100453,80.15010359789186,0,0,95.07447132126717,0,0.6542950532895977
2025-01-01 14:15:00,0.016587828927856152,34,1,10.031302103829457,65.90040332023125,1,0,40.8699562270934,1,0.3216114802494993
2025-01-01 14:20:00,0.512093058299281,37,9,22.72802740366814,47.01622590967575,0,0,46.66831558308642,0,0.4484651408094966
2025-01-01 14:25:00,0.22649577519793795,12,24,11.022707628842014,73.55787366898443,0,0,5.270978985343899,0,0.39854704263855656
2025-01-01 14:30:00,0.6451727904094499,46,1,15.152144406674438,71.02368925259853,0,0,3.756622954398059,0,0.4616209532866149
2025-01-01 14:35:00,0.17436642900499144,24,29,11.190494006955433,77.11265935995436,0,0,71.71814470467577,1,0.512056500303494
2025-01-01 14:40:00,0.690937738102466,8,10,22.075909058987754,48.49405030253676,0,0,53.80946641211113,1,0.6836564166717262
2025-01-01 14:45:00,0.3867353463005374,3,17,23.731798269852135,49.74875999501446,0,0,50.87059842162667,0,0.4407147424103762
2025-01-01 14:50:00,0.9367299887367345,13,28,12.289752761318102,84.52047586096643,0,1,24.312453042266867,0,1.0
2025-01-01 14:55:00,0.13752094414599325,36,23,17.67677766089959,77.49888992260354,0,1,74.47507316299222,0,0.5262646609021953
2025-01-01 15:00:00,0.3410663510502585,33,14,19.12473017911084,85.41142443501614,0,0,16.82365791084919,0,0.37874644573518096
2025-01-01 15:05:00,0.11347352124058907,10,8,17.38106043521833,77.93576605819604,1,0,18.993474366102003,0,0.3594314648684124
2025-01-01 15:10:00,0.9246936182785628,40,22,12.420500009703861,69.8577652995151,0,1,46.07121713482755,0,1.0
2025-01-01 15:15:00,0.877339353380981,2,18,18.37895580374951,72.70663685139368,0,0,28.62798621119409,0,0.7941375473666867
2025-01-01 15:20:00,0.2579416277151556,27,8,25.02356095616836,84.45639619700049,0,1,24.746298123314638,1,0.560559139400609
2025-01-01 15:25:00,0.659984046034179,28,2,11.420153290665109,68.94033772559703,0,1,64.52376445533316,0,0.6819888322239254
2025-01-01 15:30:00,0.8172222002012158,8,20,11.60360028163807,71.61956621641937,0,0,65.09717452185446,0,0.7720555401408511
2025-01-01 15:35:00,0.5552008115994623,2,8,17.095425836719684,47.82383580018003,0,0,82.45170697999292,0,0.4686405681196236
2025-01-01 15:40:00,0.5296505783560065,24,27,28.834514232378503,63.696061005805134,0,1,41.77085669729759,0,0.8407554048492045
2025-01-01 15:45:00,0.24185229090045168,33,29,23.371452934458283,75.81985559790495,0,0,7.308509102615024,0,0.45929660363031616
2025-01-01 15:50:00,0.09310276780589921,11,13,23.573399133451296,53.54713491581827,0,0,27.366638492145768,0,0.19517193746412945
2025-01-01 15:55:00,0.8972157579533268,41,18,17.2383998167573,50.112709026226746,0,0,98.00054631968169,0,0.8080510305673287
2025-01-01 16:00:00,0.9004180571633305,8,6,21.87321582417077,55.69134041122078,0,0,59.62585752327021,1,0.7902926400143312
2025-01-01 16:05:00,0.6331014572732679,14,15,10.202623680554868,52.075031399641674,0,0,70.97370848010203,1,0.6931710200912875
2025-01-01 16:10:00,0.3390297910487007,39,15,22.721920928190844,50.745631851819795,0,0,0.7357829625414536,0,0.3873208537340904
2025-01-01 16:15:00,0.3492095746126609,24,27,28.265738951524735,61.24254214340435,0,1,51.820573218252086,0,0.7144467022288625
2025-01-01 16:20:00,0.7259556788702394,4,0,22.251469366896384,85.3919256941767,0,0,3.7528657531803122,0,0.5081689752091675
2025-01-01 16:25:00,0.8971102599525771,10,3,27.473971869326903,65.35298233693591,1,0,56.9230212091448,0,0.8579771819668041
2025-01-01 16:30:00,0.8870864242651173,33,3,24.479461109321875,49.39601904076615,0,0,92.07708496360753,0,0.6509604969855821
2025-01-01 16:35:00,0.7798755458576239,23,6,12.411168328073805,43.8485834690437,0,0,96.84191305004079,1,0.7059128821003365
2025-01-01 16:40:00,0.6420316461542878,14,7,28.049066145716836,74.80780725689627,0,0,54.055267538892416,1,0.6194221523080014
2025-01-01 16:45:00,0.08413996499504883,37,16,11.328876887115499,59.13993822181939,0,1,45.8204805252216,1,0.5188979754965342
2025-01-01 16:50:00,0.16162871409461377,7,4,20.679349450955275,81.09154732926797,0,1,94.5017094248494,0,0.35314009986622963
2025-01-01 16:55:00,0.8985541885270792,4,6,12.842742475869153,72.97553843203852,0,0,67.3609831996695,1,0.7889879319689553
2025-01-01 17:00:00,0.6064290596595899,47,27,10.234132214618082,79.81207252706842,0,0,6.489927953840946,1,0.7945003417617129
2025-01-01 17:05:00,0.009197051616629648,25,19,18.44068520255278,53.59730197092244,0,0,46.57255776674975,0,0.19643793613164076
2025-01-01 17:10:00,0.1014715428660321,17,28,15.900814153083125,74.6179461230529,0,0,24.02450184643039,0,0.3510300800062225
2025-01-01 17:15:00,0.6635017691080558,5,19,19.72000987595206,53.203099234685936,0,0,46.98043214486815,1,0.754451238375639
2025-01-01 17:20:00,0.005061583846218687,36,3,21.54399773469102,86.95342397251457,0,0,45.54655720063617,0,0.03354310869235308
2025-01-01 17:25:00,0.16080805141749865,47,27,10.874781446178947,71.81871407666873,0,1,58.2144802814742,0,0.5825656359922491
2025-01-01 17:30:00,0.5487337893665861,12,5,12.460065902474913,56.2255900087671,0,0,35.677049034925126,0,0.4341136525566103
2025-01-01 17:35:00,0.6918951976926933,27,6,21.172847929008505,53.47559311461363,0,0,16.427044945592804,0,0.5443266383848853
2025-01-01 17:40:00,0.6519612595026005,4,17,16.863347063453165,49.54632925358217,0,0,50.37194345899563,0,0.6263728816518204
2025-01-01 17:45:00,0.22426930946055978,12,4,24.58346975098896,74.7320479446864,0,0,83.0202884345762,1,0.29698851662239184
